,Filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,HNR,ZCR,Emotions
0,disgust_008.mp3,-379.1362609863281,139.3253173828125,-8.221437454223633,41.70610046386719,-5.784796714782715,-7.334120273590088,-9.373669624328613,-9.285614013671875,-10.821172714233398,-3.8094208240509033,-7.973860263824463,-6.073027610778809,-9.49885082244873,-4.8699846267700195,-0.6134098172187805,-14.58370304107666,1.7426247596740723,-9.098919868469238,-4.290650844573975,-4.443767547607422,-7.385268211364746,-1.4525808095932007,-4.312272548675537,7.060155868530273,1.2116895914077759,5.219707012176514,2.9422147274017334,1.0854012966156006,2.1976189613342285,0.7311363816261292,-1.0367986760684289e-05,0.061532072698954984,Disgust
1,sad_088.mp3,-214.40380859375,103.41000366210938,8.39474105834961,26.067180633544922,15.10632038116455,-3.25059175491333,-2.3073716163635254,-6.08931303024292,-11.36791706085205,-5.4643235206604,-11.291712760925293,-5.7325029373168945,-7.182489395141602,-2.340712070465088,-8.335098266601562,-6.028733730316162,-8.638339042663574,-2.5098869800567627,-7.165847301483154,-4.906463623046875,2.345834732055664,1.8843724727630615,-4.517950057983398,-3.6212141513824463,-7.1923651695251465,-7.231647968292236,-4.521071910858154,-0.9732525944709778,-7.433063983917236,-3.895357847213745,1.1253852790105157e-05,0.06402131756005339,Sad
2,sad_190.mp3,-242.13722229003906,126.64677429199219,-37.61806869506836,47.79834747314453,-25.253568649291992,18.281530380249023,0.3562508225440979,-4.15908670425415,13.131857872009277,-0.7389271855354309,-8.13555908203125,7.786223888397217,3.800591230392456,-3.160792589187622,-2.2898855209350586,-9.206846237182617,-1.0546444654464722,-4.73145055770874,2.6178555488586426,6.057250499725342,6.832428455352783,-7.84822416305542,-3.2259998321533203,4.199722766876221,-0.8119053840637207,0.22744642198085785,-2.6738786697387695,3.445021390914917,-0.3055412769317627,-2.7171120643615723,-3.325682200738811e-06,0.12235201322115384,Sad
3,fear_168.mp3,-282.14794921875,73.22403717041016,-20.16468620300293,18.974225997924805,-16.22134780883789,-10.799328804016113,-19.772735595703125,-1.3166210651397705,0.6634183526039124,3.16755747795105,-3.858874559402466,-9.106954574584961,-7.527492046356201,-5.38275146484375,-2.4987540245056152,3.569841146469116,3.8609249591827393,1.6549245119094849,-8.47949504852295,-2.66489577293396,-8.038156509399414,2.0402591228485107,-5.326448917388916,-1.4331578016281128,-5.7132110595703125,-0.03844911605119705,-3.7501988410949707,2.612809419631958,-3.094135284423828,2.4668121337890625,-7.115359039744362e-06,0.17150333949497767,Fear
4,surprised_046.mp3,-356.36248779296875,122.14563751220703,-41.998069763183594,2.3075902462005615,-16.637487411499023,-15.43949031829834,-15.446511268615723,-8.291526794433594,-16.976118087768555,2.404815912246704,-5.374116897583008,-4.4189453125,-7.738654613494873,-6.186507225036621,-1.8808636665344238,-6.917179584503174,-3.3032758235931396,-1.9385316371917725,-8.26212215423584,-1.0468270778656006,-6.374363899230957,-6.4103899002075195,-4.021194934844971,-6.609832286834717,-6.066676616668701,-1.4039597511291504,-3.6573870182037354,-0.37479400634765625,-3.7160756587982178,-2.0920329093933105,8.337447638950835e-07,0.10553567658059845,Surprized
5,fear_134.mp3,-561.9122314453125,44.57148361206055,-15.294986724853516,12.620213508605957,4.303246974945068,-10.45446491241455,-4.810004711151123,-7.876163959503174,-12.820006370544434,4.265225410461426,-4.596149444580078,-5.697824001312256,2.981743097305298,0.35114651918411255,-2.4822890758514404,-2.5629684925079346,-5.8615217208862305,0.22162774205207825,-4.749607563018799,-1.7089364528656006,-3.0964763164520264,-1.7381384372711182,-3.2902822494506836,-1.364274024963379,-0.9726495146751404,-1.2447890043258667,-1.2806745767593384,-0.2527559995651245,-0.6713184714317322,-1.6090630292892456,2.9639673826409307e-08,0.12728526980377908,Fear
6,surprised_041.mp3,-304.18756103515625,94.83179473876953,-14.411955833435059,15.74404239654541,-5.742526531219482,-2.3120851516723633,-18.206846237182617,0.19605351984500885,-19.113676071166992,1.1368887424468994,-11.078816413879395,6.885159015655518,-0.09574972093105316,-2.526048421859741,5.979825496673584,-4.912725448608398,-7.856639862060547,-1.8875980377197266,-3.321382761001587,1.0207979679107666,-6.796777725219727,-3.7381558418273926,-9.653409957885742,2.6220686435699463,-3.3552727699279785,-1.6142454147338867,0.5621708035469055,-0.5501856803894043,-3.734424114227295,1.8385610580444336,-3.3672727113298606e-06,0.10947464923469388,Surprized
7,disgust_200.mp3,-236.37098693847656,127.28517150878906,-34.622257232666016,34.416839599609375,-10.193020820617676,7.200324058532715,-8.933884620666504,2.126817226409912,-7.973809242248535,4.405261516571045,0.8174476623535156,1.2738065719604492,-6.127195835113525,-1.7818549871444702,0.26127979159355164,4.778237342834473,-2.650963068008423,0.4047468900680542,-2.4979121685028076,-4.550168037414551,-3.087844133377075,-0.7892560362815857,-5.192795753479004,-0.9502832293510437,-5.121689319610596,-2.5970587730407715,-1.6156474351882935,3.2573957443237305,2.091728925704956,7.026914596557617,-4.801835075340932e-06,0.08949016702586207,Disgust
8,sad_010.mp3,-286.6883850097656,116.52550506591797,6.461339950561523,42.486968994140625,-1.606845736503601,9.638256072998047,-1.6875128746032715,-0.390514612197876,-13.630008697509766,-8.000846862792969,-4.060574531555176,-9.97298812866211,-3.7657992839813232,-9.520098686218262,0.45709648728370667,-4.648408889770508,-4.2619099617004395,-0.07174281775951385,-0.1187783032655716,-5.7996063232421875,-5.230801105499268,-5.074644088745117,-7.200329780578613,-5.824746608734131,-8.021254539489746,-1.4181804656982422,-2.257847309112549,2.665163278579712,0.018277226015925407,-1.3368924856185913,-2.7809637686004862e-06,0.06988859471680152,Sad
9,fear_035.mp3,-171.6241455078125,135.91122436523438,-73.1972885131836,25.26541519165039,-21.75599479675293,7.429265975952148,1.744358777999878,0.27274903655052185,-0.1391434669494629,3.3942079544067383,-7.091104030609131,-3.2507407665252686,0.330885112285614,-7.446630001068115,6.513567924499512,-7.914566516876221,0.5834572911262512,-9.559765815734863,-5.00547456741333,3.439683675765991,-0.326426237821579,-1.1400973796844482,0.3233851492404938,5.21396541595459,-5.1120219230651855,10.907272338867188,-4.316671848297119,-10.367124557495117,-0.35452568531036377,-8.543062210083008,-5.4643609473714605e-05,0.11401953125,Fear
